method,n,p,df,rho,SNR,rep,mse
OLS,100,50,5,0.5,1.0,15,140.63582912635582
OLS,100,50,5,0.5,1.0,16,114.72848863666967
OLS,100,50,5,0.5,1.0,17,70.62859566242606
OLS,100,50,5,0.5,1.0,18,53.122075741672376
OLS,100,50,5,0.5,1.0,19,30.72521368094697
LAD,100,50,5,0.5,1.0,0,56.256254810115394
LAD,100,50,5,0.5,1.0,1,46.02229202716339
LAD,100,50,5,0.5,1.0,2,55.02899804372694
LAD,100,50,5,0.5,1.0,3,43.48613518052842
LAD,100,50,5,0.5,1.0,4,49.46509984174871
LAD,100,50,5,0.5,1.0,5,52.01924198275512
LAD,100,50,5,0.5,1.0,6,48.568136791152895
LAD,100,50,5,0.5,1.0,7,54.9530422766312
LAD,100,50,5,0.5,1.0,8,44.955708353721256
LAD,100,50,5,0.5,1.0,9,56.80407176466942
LAD,100,50,5,0.5,1.0,10,40.80206928175472
LAD,100,50,5,0.5,1.0,11,41.70829839699196
LAD,100,50,5,0.5,1.0,12,47.5761924187301
LAD,100,50,5,0.5,1.0,13,48.45330958524196
LAD,100,50,5,0.5,1.0,14,65.7030611452619
LAD,100,50,5,0.5,1.0,15,59.69635453595745
LAD,100,50,5,0.5,1.0,16,51.82452340180542
LAD,100,50,5,0.5,1.0,17,43.5252975779179
LAD,100,50,5,0.5,1.0,18,52.145392236600536
LAD,100,50,5,0.5,1.0,19,83.41248429557227
Huber,100,50,5,0.5,1.0,0,125.1395267316982
Huber,100,50,5,0.5,1.0,1,65.24583946274309
Huber,100,50,5,0.5,1.0,2,32.5127878597985
Huber,100,50,5,0.5,1.0,3,120.9326323549053
Huber,100,50,5,0.5,1.0,4,67.41904130013043
Huber,100,50,5,0.5,1.0,5,74.9087577859021
Huber,100,50,5,0.5,1.0,6,106.54769869555751
Huber,100,50,5,0.5,1.0,7,84.5397789203699
Huber,100,50,5,0.5,1.0,8,22.500835368480658
Huber,100,50,5,0.5,1.0,9,94.56046344951304
Huber,100,50,5,0.5,1.0,10,92.03920041031901
Huber,100,50,5,0.5,1.0,11,91.0382989944774
Huber,100,50,5,0.5,1.0,12,132.43026989406428
Huber,100,50,5,0.5,1.0,13,110.60717408461606
Huber,100,50,5,0.5,1.0,14,56.99236083016852
Huber,100,50,5,0.5,1.0,15,148.68274974945712
Huber,100,50,5,0.5,1.0,16,68.26769171344878
Huber,100,50,5,0.5,1.0,17,82.16787072087939
Huber,100,50,5,0.5,1.0,18,44.57433437600118
Huber,100,50,5,0.5,1.0,19,60.7439397316666
OLS,100,50,5,0.5,3.0,0,31.458085613959202
OLS,100,50,5,0.5,3.0,1,24.800178948218512
OLS,100,50,5,0.5,3.0,2,20.567277207095295
OLS,100,50,5,0.5,3.0,3,19.25920895447059
OLS,100,50,5,0.5,3.0,4,17.63804394271465
OLS,100,50,5,0.5,3.0,5,46.794119537741906
OLS,100,50,5,0.5,3.0,6,18.043972750705525
OLS,100,50,5,0.5,3.0,7,37.93198326714062
OLS,100,50,5,0.5,3.0,8,19.751310039479243
OLS,100,50,5,0.5,3.0,9,29.831210082892284
OLS,100,50,5,0.5,3.0,10,21.292648707113052
OLS,100,50,5,0.5,3.0,11,9.415989867425331
OLS,100,50,5,0.5,3.0,12,23.274658331331377
OLS,100,50,5,0.5,3.0,13,26.89214890868522
OLS,100,50,5,0.5,3.0,14,23.73925132189419
OLS,100,50,5,0.5,3.0,15,19.455391685109237
OLS,100,50,5,0.5,3.0,16,37.44448128866505
OLS,100,50,5,0.5,3.0,17,19.581453257032425
OLS,100,50,5,0.5,3.0,18,44.740363310719836
OLS,100,50,5,0.5,3.0,19,16.394101637453172
LAD,100,50,5,0.5,3.0,0,49.14136399056888
LAD,100,50,5,0.5,3.0,1,34.08709867731057
LAD,100,50,5,0.5,3.0,2,22.28160338576818
LAD,100,50,5,0.5,3.0,3,46.00126315368096
LAD,100,50,5,0.5,3.0,4,50.29769657853309
LAD,100,50,5,0.5,3.0,5,45.36591636414551
LAD,100,50,5,0.5,3.0,6,53.07753560642797
LAD,100,50,5,0.5,3.0,7,56.17497464138203
LAD,100,50,5,0.5,3.0,8,49.82217286146847
LAD,100,50,5,0.5,3.0,9,50.029370565065214
LAD,100,50,5,0.5,3.0,10,35.42702076971334
LAD,100,50,5,0.5,3.0,11,60.58543664474017
LAD,100,50,5,0.5,3.0,12,40.13917977388094
LAD,100,50,5,0.5,3.0,13,43.36398739943031
LAD,100,50,5,0.5,3.0,14,48.72884044899548
LAD,100,50,5,0.5,3.0,15,60.438390723224366
LAD,100,50,5,0.5,3.0,16,54.1031873471083
LAD,100,50,5,0.5,3.0,17,40.95459381710029
LAD,100,50,5,0.5,3.0,18,36.780408512206435
LAD,100,50,5,0.5,3.0,19,51.48385539706909
Huber,100,50,5,0.5,3.0,0,22.239908761894615
Huber,100,50,5,0.5,3.0,1,21.35037718870547
Huber,100,50,5,0.5,3.0,2,38.47433288509775
Huber,100,50,5,0.5,3.0,3,30.163784812529304
Huber,100,50,5,0.5,3.0,4,53.56328425224454
Huber,100,50,5,0.5,3.0,5,12.16821743045476
Huber,100,50,5,0.5,3.0,6,38.89689542243205
Huber,100,50,5,0.5,3.0,7,20.306096395811828
Huber,100,50,5,0.5,3.0,8,29.17822156407945
Huber,100,50,5,0.5,3.0,9,11.493607548080055
Huber,100,50,5,0.5,3.0,10,25.95148353543182
Huber,100,50,5,0.5,3.0,11,47.92067249292629
Huber,100,50,5,0.5,3.0,12,29.189184892804267
Huber,100,50,5,0.5,3.0,13,40.73707703701911
Huber,100,50,5,0.5,3.0,14,10.547280764676344
Huber,100,50,5,0.5,3.0,15,21.791816638915616
Huber,100,50,5,0.5,3.0,16,17.25680545033906
Huber,100,50,5,0.5,3.0,17,39.15290979703084
Huber,100,50,5,0.5,3.0,18,38.02938329372863
Huber,100,50,5,0.5,3.0,19,18.824198975518208
OLS,100,50,5,0.5,5.0,0,7.8830149711220265
OLS,100,50,5,0.5,5.0,1,9.972049300587534
OLS,100,50,5,0.5,5.0,2,14.733153279459023
OLS,100,50,5,0.5,5.0,3,18.153823122393273
OLS,100,50,5,0.5,5.0,4,17.593853397431538
OLS,100,50,5,0.5,5.0,5,20.872802685797907
OLS,100,50,5,0.5,5.0,6,27.16216790744583
OLS,100,50,5,0.5,5.0,7,8.443029673830749
OLS,100,50,5,0.5,5.0,8,25.951302535496893
OLS,100,50,5,0.5,5.0,9,17.731656767404793
OLS,100,50,5,0.5,5.0,10,20.860427637000484
OLS,100,50,5,0.5,5.0,11,15.42263598481805
OLS,100,50,5,0.5,5.0,12,13.733679223422198
OLS,100,50,5,0.5,5.0,13,4.176015391039882
OLS,100,50,5,0.5,5.0,14,33.88916154907766
OLS,100,50,5,0.5,5.0,15,15.061007709571722
OLS,100,50,5,0.5,5.0,16,16.790181109015663
OLS,100,50,5,0.5,5.0,17,12.208551851013818
OLS,100,50,5,0.5,5.0,18,35.3589505040187
OLS,100,50,5,0.5,5.0,19,10.144252495952475
LAD,100,50,5,0.5,5.0,0,52.1308734226865
LAD,100,50,5,0.5,5.0,1,42.023714447888764
LAD,100,50,5,0.5,5.0,2,48.173499939306645
LAD,100,50,5,0.5,5.0,3,68.74613464791946
LAD,100,50,5,0.5,5.0,4,63.67469671576292
LAD,100,50,5,0.5,5.0,5,37.79853367481998
LAD,100,50,5,0.5,5.0,6,43.26529694720433
LAD,100,50,5,0.5,5.0,7,44.01939923737722
LAD,100,50,5,0.5,5.0,8,72.92151523546767
LAD,100,50,5,0.5,5.0,9,40.66059036378023
LAD,100,50,5,0.5,5.0,10,50.64729518376596
LAD,100,50,5,0.5,5.0,11,63.78067518036273
LAD,100,50,5,0.5,5.0,12,63.487281520595126
LAD,100,50,5,0.5,5.0,13,42.54955507393177
LAD,100,50,5,0.5,5.0,14,55.011998540126406
LAD,100,50,5,0.5,5.0,15,54.09247320355253
LAD,100,50,5,0.5,5.0,16,40.70892698901549
LAD,100,50,5,0.5,5.0,17,41.414989922872934
LAD,100,50,5,0.5,5.0,18,44.73666472560016
LAD,100,50,5,0.5,5.0,19,44.53014338824997
Huber,100,50,5,0.5,5.0,0,21.2250326681359
Huber,100,50,5,0.5,5.0,1,10.38825737095265
Huber,100,50,5,0.5,5.0,2,28.120060249507613
Huber,100,50,5,0.5,5.0,3,14.089007451977324
Huber,100,50,5,0.5,5.0,4,34.88073987112371
Huber,100,50,5,0.5,5.0,5,24.445757344261157
Huber,100,50,5,0.5,5.0,6,27.418465742221223
Huber,100,50,5,0.5,5.0,7,19.914910699056048
Huber,100,50,5,0.5,5.0,8,33.01995378556509
Huber,100,50,5,0.5,5.0,9,10.383775028878585
Huber,100,50,5,0.5,5.0,10,7.798314476995936
Huber,100,50,5,0.5,5.0,11,34.516870990880896
Huber,100,50,5,0.5,5.0,12,26.63414372146823
Huber,100,50,5,0.5,5.0,13,21.386957644147696
Huber,100,50,5,0.5,5.0,14,22.969018584732105
Huber,100,50,5,0.5,5.0,15,37.31401142699855
Huber,100,50,5,0.5,5.0,16,29.325601775277526
Huber,100,50,5,0.5,5.0,17,18.81591664835825
Huber,100,50,5,0.5,5.0,18,11.564114516199064
Huber,100,50,5,0.5,5.0,19,15.969495168164904
OLS,100,50,10,0.5,1.0,0,115.10985386347303
OLS,100,50,10,0.5,1.0,1,161.47975047249693
OLS,100,50,10,0.5,1.0,2,80.8060311054015
OLS,100,50,10,0.5,1.0,3,116.15333848819047
OLS,100,50,10,0.5,1.0,4,100.98079174358772
OLS,100,50,10,0.5,1.0,5,71.27306446340957
OLS,100,50,10,0.5,1.0,6,91.56890034174643
OLS,100,50,10,0.5,1.0,7,95.92936923034294
OLS,100,50,10,0.5,1.0,8,58.566034836811475
OLS,100,50,10,0.5,1.0,9,34.537291230366534
OLS,100,50,10,0.5,1.0,10,58.49470371657052
OLS,100,50,10,0.5,1.0,11,55.451070441167616
OLS,100,50,10,0.5,1.0,12,69.25166746277242
OLS,100,50,10,0.5,1.0,13,138.8685265688472
OLS,100,50,10,0.5,1.0,14,41.14464356911093
OLS,100,50,10,0.5,1.0,15,87.47977984947107
OLS,100,50,10,0.5,1.0,16,51.30016221744557
OLS,100,50,10,0.5,1.0,17,48.67194978576248
OLS,100,50,10,0.5,1.0,18,46.50812757727653
OLS,100,50,10,0.5,1.0,19,85.87947879843303
LAD,100,50,10,0.5,1.0,0,52.78407841167797
LAD,100,50,10,0.5,1.0,1,39.02216346711116
LAD,100,50,10,0.5,1.0,2,49.80503809405627
LAD,100,50,10,0.5,1.0,3,45.703757610408424
LAD,100,50,10,0.5,1.0,4,55.98674266813658
LAD,100,50,10,0.5,1.0,5,44.114084447593626
LAD,100,50,10,0.5,1.0,6,52.23455400538854
LAD,100,50,10,0.5,1.0,7,65.62989729781869
LAD,100,50,10,0.5,1.0,8,38.854736011164064
LAD,100,50,10,0.5,1.0,9,54.50513546913083
LAD,100,50,10,0.5,1.0,10,55.744161233195406
LAD,100,50,10,0.5,1.0,11,38.422796278391274
LAD,100,50,10,0.5,1.0,12,50.40288339364986
LAD,100,50,10,0.5,1.0,13,71.85142224094453
LAD,100,50,10,0.5,1.0,14,47.617437318518014
LAD,100,50,10,0.5,1.0,15,45.43196849717745
LAD,100,50,10,0.5,1.0,16,49.90788701541524
LAD,100,50,10,0.5,1.0,17,49.41715749299819
LAD,100,50,10,0.5,1.0,18,25.93665268829271
LAD,100,50,10,0.5,1.0,19,44.908047772362345
Huber,100,50,10,0.5,1.0,0,89.74584463777279
Huber,100,50,10,0.5,1.0,1,146.16999902525743
Huber,100,50,10,0.5,1.0,2,221.86869632377207
Huber,100,50,10,0.5,1.0,3,169.3969210321304
Huber,100,50,10,0.5,1.0,4,81.24556841491457
Huber,100,50,10,0.5,1.0,5,107.88139771605174
Huber,100,50,10,0.5,1.0,6,123.39527388194892
Huber,100,50,10,0.5,1.0,7,143.60606086890613
Huber,100,50,10,0.5,1.0,8,85.06884718431236
Huber,100,50,10,0.5,1.0,9,98.46074594593185
Huber,100,50,10,0.5,1.0,10,135.0451190957991
Huber,100,50,10,0.5,1.0,11,58.812703204829596
Huber,100,50,10,0.5,1.0,12,104.46331202438652
Huber,100,50,10,0.5,1.0,13,122.3941200510186
Huber,100,50,10,0.5,1.0,14,86.58902658223033
Huber,100,50,10,0.5,1.0,15,141.5606541366882
Huber,100,50,10,0.5,1.0,16,64.24795905419178
Huber,100,50,10,0.5,1.0,17,78.30736879506861
Huber,100,50,10,0.5,1.0,18,189.94704250263817
Huber,100,50,10,0.5,1.0,19,145.77547904874743
OLS,100,50,10,0.5,3.0,0,39.098918732974624
OLS,100,50,10,0.5,3.0,1,23.025174461956475
OLS,100,50,10,0.5,3.0,2,24.457988442492145
OLS,100,50,10,0.5,3.0,3,36.70024422527446
OLS,100,50,10,0.5,3.0,4,39.779552766569786
OLS,100,50,10,0.5,3.0,5,33.4377515497075
OLS,100,50,10,0.5,3.0,6,10.539036133790717
OLS,100,50,10,0.5,3.0,7,19.464411962461313
OLS,100,50,10,0.5,3.0,8,21.979779007000488
OLS,100,50,10,0.5,3.0,9,13.66104689572927
OLS,100,50,10,0.5,3.0,10,39.201725856760866
OLS,100,50,10,0.5,3.0,11,13.925216599614961
OLS,100,50,10,0.5,3.0,12,31.893003476237784
OLS,100,50,10,0.5,3.0,13,28.879184133642468
OLS,100,50,10,0.5,3.0,14,18.929901106078983
OLS,100,50,10,0.5,3.0,15,22.591738120226854
OLS,100,50,10,0.5,3.0,16,29.96406168676315
OLS,100,50,10,0.5,3.0,17,29.92205187774427
OLS,100,50,10,0.5,3.0,18,23.44467986176454
OLS,100,50,10,0.5,3.0,19,31.91996594173833
LAD,100,50,10,0.5,3.0,0,47.472509889716406
LAD,100,50,10,0.5,3.0,1,58.771873960534236
LAD,100,50,10,0.5,3.0,2,37.56392976018506
LAD,100,50,10,0.5,3.0,3,52.679207833249365
LAD,100,50,10,0.5,3.0,4,48.52531841681495
LAD,100,50,10,0.5,3.0,5,57.80092394385986
LAD,100,50,10,0.5,3.0,6,75.28131817408561
LAD,100,50,10,0.5,3.0,7,46.50450965460883
LAD,100,50,10,0.5,3.0,8,50.2430751646901
LAD,100,50,10,0.5,3.0,9,52.70826739021832
LAD,100,50,10,0.5,3.0,10,52.00445924363178
LAD,100,50,10,0.5,3.0,11,45.35680145237116
LAD,100,50,10,0.5,3.0,12,51.170316885996876
LAD,100,50,10,0.5,3.0,13,47.395923383232685
LAD,100,50,10,0.5,3.0,14,82.49832203015598
LAD,100,50,10,0.5,3.0,15,38.64697366933574
LAD,100,50,10,0.5,3.0,16,55.953932287591456
LAD,100,50,10,0.5,3.0,17,47.21758025130488
LAD,100,50,10,0.5,3.0,18,42.94752920730134
LAD,100,50,10,0.5,3.0,19,51.18104101167001
Huber,100,50,10,0.5,3.0,0,25.97507460086793
Huber,100,50,10,0.5,3.0,1,60.871112553425725
Huber,100,50,10,0.5,3.0,2,35.282857407840034
Huber,100,50,10,0.5,3.0,3,27.831633466772576
Huber,100,50,10,0.5,3.0,4,33.112473979068206
Huber,100,50,10,0.5,3.0,5,40.640151835399145
Huber,100,50,10,0.5,3.0,6,43.5620298548951
Huber,100,50,10,0.5,3.0,7,46.922200737048904
Huber,100,50,10,0.5,3.0,8,20.30624675563949
Huber,100,50,10,0.5,3.0,9,23.495402354410814
Huber,100,50,10,0.5,3.0,10,38.09723353544262
Huber,100,50,10,0.5,3.0,11,61.526442101419995
Huber,100,50,10,0.5,3.0,12,16.335009977760997
Huber,100,50,10,0.5,3.0,13,35.05703417581648
Huber,100,50,10,0.5,3.0,14,32.798294351342676
Huber,100,50,10,0.5,3.0,15,12.29754707970377
Huber,100,50,10,0.5,3.0,16,15.35112061419131
Huber,100,50,10,0.5,3.0,17,28.772518250846147
Huber,100,50,10,0.5,3.0,18,25.28907091468746
Huber,100,50,10,0.5,3.0,19,37.92271856334776
OLS,100,50,10,0.5,5.0,0,21.746920415502082
OLS,100,50,10,0.5,5.0,1,17.800414532648283
OLS,100,50,10,0.5,5.0,2,10.079284578223849
OLS,100,50,10,0.5,5.0,3,15.235948586741925
OLS,100,50,10,0.5,5.0,4,31.01200200225339
OLS,100,50,10,0.5,5.0,5,22.0196775533752
OLS,100,50,10,0.5,5.0,6,10.67966886051045
OLS,100,50,10,0.5,5.0,7,17.30039865944571
OLS,100,50,10,0.5,5.0,8,11.73056298432552
OLS,100,50,10,0.5,5.0,9,10.573238142559306
OLS,100,50,10,0.5,5.0,10,12.490661425847053
OLS,100,50,10,0.5,5.0,11,25.045173441640422
OLS,100,50,10,0.5,5.0,12,15.974585142278377
OLS,100,50,10,0.5,5.0,13,24.4923432550325
OLS,100,50,10,0.5,5.0,14,15.70018687927945
OLS,100,50,10,0.5,5.0,15,10.386179292610617
OLS,100,50,10,0.5,5.0,16,23.27220662380654
OLS,100,50,10,0.5,5.0,17,16.60843677083847
OLS,100,50,10,0.5,5.0,18,17.941023732579982
OLS,100,50,10,0.5,5.0,19,20.423328839628642
LAD,100,50,10,0.5,5.0,0,46.45379207599764
LAD,100,50,10,0.5,5.0,1,60.82543049372556
LAD,100,50,10,0.5,5.0,2,47.371201213370185
LAD,100,50,10,0.5,5.0,3,51.35959174655525
LAD,100,50,10,0.5,5.0,4,59.58408088964097
LAD,100,50,10,0.5,5.0,5,41.287758191495406
LAD,100,50,10,0.5,5.0,6,59.62443867304107
LAD,100,50,10,0.5,5.0,7,47.27913767782837
LAD,100,50,10,0.5,5.0,8,61.343317442775614
LAD,100,50,10,0.5,5.0,9,48.39634403390484
LAD,100,50,10,0.5,5.0,10,48.19528587752881
LAD,100,50,10,0.5,5.0,11,41.38827234373382
LAD,100,50,10,0.5,5.0,12,51.36328854488497
LAD,100,50,10,0.5,5.0,13,47.32461625017297
LAD,100,50,10,0.5,5.0,14,60.1125300499429
LAD,100,50,10,0.5,5.0,15,60.27855285700911
LAD,100,50,10,0.5,5.0,16,36.388346917511875
LAD,100,50,10,0.5,5.0,17,71.83146344701798
LAD,100,50,10,0.5,5.0,18,40.73288258525473
LAD,100,50,10,0.5,5.0,19,52.99385879804939
Huber,100,50,10,0.5,5.0,0,29.439124589158176
Huber,100,50,10,0.5,5.0,1,12.829088717573361
Huber,100,50,10,0.5,5.0,2,10.891526689647309
Huber,100,50,10,0.5,5.0,3,19.81092957920923
Huber,100,50,10,0.5,5.0,4,10.759144955698105
Huber,100,50,10,0.5,5.0,5,10.369404350103048
Huber,100,50,10,0.5,5.0,6,23.052517100553334
Huber,100,50,10,0.5,5.0,7,25.984923795128378
Huber,100,50,10,0.5,5.0,8,15.562862417913083
Huber,100,50,10,0.5,5.0,9,35.07769787327966
Huber,100,50,10,0.5,5.0,10,25.650965755066245
Huber,100,50,10,0.5,5.0,11,39.35474044917412
Huber,100,50,10,0.5,5.0,12,27.840232391131018
Huber,100,50,10,0.5,5.0,13,16.397278101231066
Huber,100,50,10,0.5,5.0,14,22.70502498243679
Huber,100,50,10,0.5,5.0,15,17.501633791476767
Huber,100,50,10,0.5,5.0,16,23.361411424443126
Huber,100,50,10,0.5,5.0,17,27.157461416449635
Huber,100,50,10,0.5,5.0,18,21.748546148690274
Huber,100,50,10,0.5,5.0,19,13.366470937489863
OLS,100,50,1,0.8,1.0,0,236.11937467393489
OLS,100,50,1,0.8,1.0,1,232.67169256392268
OLS,100,50,1,0.8,1.0,2,89.39306351745084
OLS,100,50,1,0.8,1.0,3,319.6823385162121
OLS,100,50,1,0.8,1.0,4,276.6156335616808
OLS,100,50,1,0.8,1.0,5,311.8104136485711
OLS,100,50,1,0.8,1.0,6,130.65646386002322
OLS,100,50,1,0.8,1.0,7,244.16123136265247
OLS,100,50,1,0.8,1.0,8,134.73072346032905
OLS,100,50,1,0.8,1.0,9,489.07709571151753
OLS,100,50,1,0.8,1.0,10,137.98182880714452
OLS,100,50,1,0.8,1.0,11,387.274455026499
OLS,100,50,1,0.8,1.0,12,382.9485074972646
OLS,100,50,1,0.8,1.0,13,99.46980255173503
OLS,100,50,1,0.8,1.0,14,232.1538537661732
OLS,100,50,1,0.8,1.0,15,224.40755735569988
OLS,100,50,1,0.8,1.0,16,196.20435262725837
OLS,100,50,1,0.8,1.0,17,358.97365473095044
OLS,100,50,1,0.8,1.0,18,328.6071836566782
OLS,100,50,1,0.8,1.0,19,169.93463356389586
LAD,100,50,1,0.8,1.0,0,55.34845032956992
LAD,100,50,1,0.8,1.0,1,54.308349767503685
LAD,100,50,1,0.8,1.0,2,58.64475191853046
LAD,100,50,1,0.8,1.0,3,42.03653273417364
LAD,100,50,1,0.8,1.0,4,61.86385477929666
LAD,100,50,1,0.8,1.0,5,62.53280344680054
LAD,100,50,1,0.8,1.0,6,44.216456264399596
LAD,100,50,1,0.8,1.0,7,36.3551696704493
LAD,100,50,1,0.8,1.0,8,42.07227429353211
LAD,100,50,1,0.8,1.0,9,52.45473534308215
LAD,100,50,1,0.8,1.0,10,55.88403977735636
LAD,100,50,1,0.8,1.0,11,59.464700772336954
LAD,100,50,1,0.8,1.0,12,51.900553208383734
LAD,100,50,1,0.8,1.0,13,51.59119303181793
LAD,100,50,1,0.8,1.0,14,31.191836031026472
LAD,100,50,1,0.8,1.0,15,39.31360993003914
LAD,100,50,1,0.8,1.0,16,44.87856758022663
LAD,100,50,1,0.8,1.0,17,43.250120488732065
LAD,100,50,1,0.8,1.0,18,31.32117557250266
LAD,100,50,1,0.8,1.0,19,39.04909516668905
Huber,100,50,1,0.8,1.0,0,5.306463947054617
Huber,100,50,1,0.8,1.0,1,13.004466653221144
Huber,100,50,1,0.8,1.0,2,136.44757790097054
Huber,100,50,1,0.8,1.0,3,35.2704215291452
Huber,100,50,1,0.8,1.0,4,3.992077814893306
Huber,100,50,1,0.8,1.0,5,15.183783080858847
Huber,100,50,1,0.8,1.0,6,162.9390330109315
Huber,100,50,1,0.8,1.0,7,75.6457185901723
Huber,100,50,1,0.8,1.0,8,35.96342498036652
Huber,100,50,1,0.8,1.0,9,20.911560853289995
Huber,100,50,1,0.8,1.0,10,86.9246662484075
Huber,100,50,1,0.8,1.0,11,22.146912547318436
Huber,100,50,1,0.8,1.0,12,25.806898527243582
Huber,100,50,1,0.8,1.0,13,101.97649939232913
Huber,100,50,1,0.8,1.0,14,152.0587942344961
Huber,100,50,1,0.8,1.0,15,2.398706459371804
Huber,100,50,1,0.8,1.0,16,36.410633570022796
Huber,100,50,1,0.8,1.0,17,0.23528841186967905
Huber,100,50,1,0.8,1.0,18,13.329704503425878
Huber,100,50,1,0.8,1.0,19,5.220809988115324
OLS,100,50,1,0.8,3.0,0,105.82755410109478
OLS,100,50,1,0.8,3.0,1,91.3371603134988
OLS,100,50,1,0.8,3.0,2,89.16963473606981
OLS,100,50,1,0.8,3.0,3,42.5988929604587
OLS,100,50,1,0.8,3.0,4,68.42101400554792
OLS,100,50,1,0.8,3.0,5,52.94869394706372
OLS,100,50,1,0.8,3.0,6,43.96249227389676
OLS,100,50,1,0.8,3.0,7,51.1621917145866
OLS,100,50,1,0.8,3.0,8,29.764812750800548
OLS,100,50,1,0.8,3.0,9,107.66700097131103
OLS,100,50,1,0.8,3.0,10,63.38523799463508
OLS,100,50,1,0.8,3.0,11,35.56796118368642
OLS,100,50,1,0.8,3.0,12,125.62353415313439
OLS,100,50,1,0.8,3.0,13,74.51107641475444
OLS,100,50,1,0.8,3.0,14,47.94185025460195
OLS,100,50,1,0.8,3.0,15,31.196991285442
OLS,100,50,1,0.8,3.0,16,84.19777737990276
OLS,100,50,1,0.8,3.0,17,22.780365998154934
OLS,100,50,1,0.8,3.0,18,104.53625854607189
OLS,100,50,1,0.8,3.0,19,70.93256681772712
LAD,100,50,1,0.8,3.0,0,62.577185715459635
LAD,100,50,1,0.8,3.0,1,41.292681542535846
LAD,100,50,1,0.8,3.0,2,50.40350415469585
LAD,100,50,1,0.8,3.0,3,44.04028508568817
LAD,100,50,1,0.8,3.0,4,84.93519855228944
LAD,100,50,1,0.8,3.0,5,58.979004027665994
LAD,100,50,1,0.8,3.0,6,41.64241534289407
LAD,100,50,1,0.8,3.0,7,57.95123902679188
LAD,100,50,1,0.8,3.0,8,36.85628698016316
LAD,100,50,1,0.8,3.0,9,58.1954025355326
LAD,100,50,1,0.8,3.0,10,18.89663898332532
LAD,100,50,1,0.8,3.0,11,60.48277357210705
LAD,100,50,1,0.8,3.0,12,36.66114799665808
LAD,100,50,1,0.8,3.0,13,34.86400219411597
LAD,100,50,1,0.8,3.0,14,48.603062610727235
LAD,100,50,1,0.8,3.0,15,52.01607923081528
LAD,100,50,1,0.8,3.0,16,52.664026289174025
LAD,100,50,1,0.8,3.0,17,56.85863499213174
LAD,100,50,1,0.8,3.0,18,62.91298114523221
LAD,100,50,1,0.8,3.0,19,44.785675175036566
Huber,100,50,1,0.8,3.0,0,4.108100451931464
Huber,100,50,1,0.8,3.0,1,8.450247964886493
Huber,100,50,1,0.8,3.0,2,11.035105023509852
Huber,100,50,1,0.8,3.0,3,111.27635966447043
Huber,100,50,1,0.8,3.0,4,2.3549551510002305
Huber,100,50,1,0.8,3.0,5,18.991540643587758
Huber,100,50,1,0.8,3.0,6,51.27806438884998
Huber,100,50,1,0.8,3.0,7,0.2911838405447852
Huber,100,50,1,0.8,3.0,8,0.02236918945909675
Huber,100,50,1,0.8,3.0,9,6.211374662067565
Huber,100,50,1,0.8,3.0,10,2.4985058475455664
Huber,100,50,1,0.8,3.0,11,24.752467676223354
Huber,100,50,1,0.8,3.0,12,33.05973779632159
Huber,100,50,1,0.8,3.0,13,6.028877645375451
Huber,100,50,1,0.8,3.0,14,0.14384403020495948
Huber,100,50,1,0.8,3.0,15,16.084245315220393
Huber,100,50,1,0.8,3.0,16,96.31705522295776
Huber,100,50,1,0.8,3.0,17,0.0826271145455799
Huber,100,50,1,0.8,3.0,18,0.06806731615859817
Huber,100,50,1,0.8,3.0,19,15.696407622078128
OLS,100,50,1,0.8,5.0,0,68.84078015726237
OLS,100,50,1,0.8,5.0,1,81.71557817254718
OLS,100,50,1,0.8,5.0,2,46.28338569666651
OLS,100,50,1,0.8,5.0,3,22.165825790145586
OLS,100,50,1,0.8,5.0,4,37.22797364116241
OLS,100,50,1,0.8,5.0,5,84.11062121544482
OLS,100,50,1,0.8,5.0,6,62.93259054574416
OLS,100,50,1,0.8,5.0,7,32.14871439854845
OLS,100,50,1,0.8,5.0,8,38.25493489957166
OLS,100,50,1,0.8,5.0,9,50.346060830132316
OLS,100,50,1,0.8,5.0,10,48.86163554935897
OLS,100,50,1,0.8,5.0,11,56.46561425225274
OLS,100,50,1,0.8,5.0,12,20.519642913618487
OLS,100,50,1,0.8,5.0,13,37.61350081579291
OLS,100,50,1,0.8,5.0,14,18.03214567409698
OLS,100,50,1,0.8,5.0,15,69.13392697189923
OLS,100,50,1,0.8,5.0,16,23.33741274158552
OLS,100,50,1,0.8,5.0,17,26.808850299168242
OLS,100,50,1,0.8,5.0,18,89.72390354071898
OLS,100,50,1,0.8,5.0,19,77.23173781423566
LAD,100,50,1,0.8,5.0,0,41.19582218290649
LAD,100,50,1,0.8,5.0,1,45.72812038620674
LAD,100,50,1,0.8,5.0,2,63.414244847198816
LAD,100,50,1,0.8,5.0,3,53.968334466853676
LAD,100,50,1,0.8,5.0,4,44.32630440710659
LAD,100,50,1,0.8,5.0,5,31.800997111523625
LAD,100,50,1,0.8,5.0,6,34.067066654549315
LAD,100,50,1,0.8,5.0,7,32.685333569233016
LAD,100,50,1,0.8,5.0,8,47.561049939844025
LAD,100,50,1,0.8,5.0,9,49.44926680634001
LAD,100,50,1,0.8,5.0,10,42.83836144878956
LAD,100,50,1,0.8,5.0,11,67.89421385345156
LAD,100,50,1,0.8,5.0,12,57.04562838516409
LAD,100,50,1,0.8,5.0,13,41.30478059202035
